1407.0268633959386 1.0 0.0 
1407.0398861145268 1.0 0.0 
1407.052905038877 1.0 0.0 
1407.0659201689402 1.0 0.0 
1407.0789315046673 1.0 0.0 
1407.091939046008 1.0 0.0 
1407.1049427929147 1.0 0.0 
1407.1179427453364 1.0 0.0 
1407.130938903225 1.0 0.0 
1407.14393126653 1.0 0.0 
1407.1569198352029 1.0 0.0 
1407.169904609194 1.0 0.0 
1407.182885588454 1.0 0.0 
1407.195862772934 1.0 0.0 
1407.2088361625842 1.0 0.0 
1407.2218057573557 1.0 0.0 
1407.2347715571984 1.0 0.0 
1407.247733562064 1.0 0.0 
1407.2606917719022 1.0 0.0 
1407.2736461866648 1.0 0.0 
1407.2865968063013 1.0 0.0 
1407.2995436307626 1.0 0.0 
1407.3124866600006 1.0 0.0 
1407.3254258939644 1.0 0.0 
1407.3383613326052 1.0 0.0 
1407.351292975874 1.0 0.0 
1407.364220823721 1.0 0.0 
1407.3771448760976 1.0 0.0 
1407.3900651329536 1.0 0.0 
1407.4029815942404 1.0 0.0 
1407.4158942599083 1.0 0.0 
1407.4288031299077 1.0 0.0 
1407.4417082041898 1.0 0.0 
1407.454609482705 1.0 0.0 
1407.467506965404 1.0 0.0 
1407.4804006522377 1.0 0.0 
1407.4932905431565 1.0 0.0 
1407.506176638111 1.0 0.0 
1407.519058937052 1.0 0.0 
1407.5319374399303 1.0 0.0 
1407.5448121466966 1.0 0.0 
1407.5576830573011 1.0 0.0 
1407.5705501716957 1.0 0.0 
1407.5834134898298 1.0 0.0 
1407.596273011654 1.0 0.0 
1407.6091287371198 1.0 0.0 
1407.6219806661777 1.0 0.0 
1407.6348287987776 1.0 0.0 
1407.6476731348714 1.0 0.0 
1407.660513674409 1.0 0.0 
1407.673350417341 1.0 0.0 
1407.6861833636185 1.0 0.0 
1407.699012513192 1.0 0.0 
1407.7118378660116 1.0 0.0 
1407.7246594220292 1.0 0.0 
1407.7374771811944 1.0 0.0 
1407.7502911434588 1.0 0.0 
1407.7631013087716 1.0 0.0 
1407.7759076770851 1.0 0.0 
1407.7887102483494 1.0 0.0 
1407.8015090225142 1.0 0.0 
